date,rcc,gcc,bcc
2012-03-30,0.328819327649949,0.334540483041491,0.336911662570764
2012-03-31,0.355311242364028,0.338318177013702,0.306273450955219
2012-04-01,0.332838709951923,0.334213694349594,0.332947595698483
2012-04-02,0.343147696821206,0.344985905563192,0.311866397615602
2012-04-03,0.333601891489112,0.33921879859546,0.328520104547738
2012-04-04,0.351332283515856,0.338681623750424,0.309501935667003
2012-04-05,0.357210995512666,0.337588247399911,0.305548624926012
2012-04-06,0.353919622588025,0.338656977782509,0.309746300991525
2012-04-07,0.354441097413451,0.338913615176748,0.306645287409801
2012-04-08,0.346758830503568,0.337582231067146,0.315658938429286
2012-04-09,0.359299162718251,0.337338114261586,0.303626858763451
2012-04-10,0.350122698152561,0.337448695973839,0.312418947776834
2012-04-11,0.349014672958563,0.33819964313637,0.312785683905067
2012-04-12,0.355992133097689,0.336748659080044,0.307259207822267
2012-04-13,0.347414162372142,0.338454354911813,0.314131482716045
2012-04-14,0.352480185007546,0.339065994125469,0.308453820866984
2012-04-15,0.354712170191131,0.33790025382838,0.306631704282721
2012-04-16,0.337337128655056,0.337934153769791,0.324728717575153
2012-04-17,0.349599060353455,0.33848357959148,0.314448056913022
2012-04-18,0.346376480929761,0.337383205749194,0.316240313321045
2012-04-19,0.34734074516538,0.337929704949923,0.314729549884697
2012-04-20,0.347750889202727,0.337414241165509,0.314566482785491
2012-04-21,0.353664533398287,0.337650144886325,0.305567374952194
2012-04-22,0.351154123464468,0.338034435518007,0.310811441017524
2012-04-23,0.348634504665862,0.338866003205172,0.312499492128966
2012-04-24,0.357266500906231,0.338143696500128,0.304961602085876
2012-04-25,0.35125540927914,0.339688075602743,0.309056515118117
2012-04-26,0.36269370399703,0.342563456023847,0.294471227111813
2012-04-27,0.351370199563826,0.342925374885921,0.305704425550253
2012-05-02,0.341346439638673,0.341340363911136,0.317313196450191
2012-05-03,0.341316446921556,0.347664094379479,0.311019458698965
2012-05-04,0.335668692954969,0.343713452481117,0.320617854563914
2012-05-05,0.337897507945906,0.342886638992305,0.319215853061789
2012-05-06,0.337821771829278,0.342229016315547,0.319949211855175
2012-05-07,0.339635335072793,0.343874507300485,0.317658456115282
2012-05-08,0.33734328921312,0.342063100737387,0.320593610049493
2012-05-09,0.336843072156804,0.341918812030251,0.321238115812945
2012-05-10,0.335411412474017,0.339124056474636,0.325464531051347
2012-05-11,0.324583253721847,0.333865134663665,0.341551611614488
2012-05-12,0.332786727960793,0.333078373849521,0.334134898189686
2012-05-13,0.32295012504125,0.32043676328858,0.356613111670169
2012-05-14,0.320428421066959,0.316587920504851,0.36298365842819
2012-05-15,0.340549630376755,0.345951472253331,0.313498897369915
2012-05-16,0.338236437834578,0.347233361878406,0.314530200287015
2012-05-17,0.328376528133277,0.332971268560601,0.338652203306122
2012-05-18,0.335008676648349,0.341323425589865,0.323667897761787
2012-05-19,0.326712289040042,0.332642352615712,0.340645358344246
2012-05-20,0.338376963110377,0.339187264896569,0.322435771993054
2012-05-21,0.345154941813012,0.342847927288204,0.30776968067677
2012-05-22,0.367919077653284,0.360924497941181,0.263720153252542
2012-05-23,0.344793324514549,0.351794347144222,0.303313553227275
2012-05-24,0.338350047260744,0.329836153336962,0.331813799402294
2012-05-25,0.326782734070687,0.320410869831254,0.352806396098059
2012-05-26,0.335710533796441,0.317661448463177,0.349953757387702
2012-05-27,0.341686981854667,0.337582094049966,0.320730924095366
2012-05-28,0.33093475067314,0.33784238183513,0.334741179873002
2012-05-29,0.337344969028893,0.336770187266198,0.325884843704909
2012-05-30,0.335262810423918,0.334480068031263,0.330257121544819
2012-06-01,0.348007809460254,0.347966867292154,0.304025323247592
2012-06-02,0.334615320485267,0.333580411251363,0.324950495179075
2012-06-03,0.357271040100947,0.348563959965364,0.294164999933688
2012-06-04,0.336555593385107,0.340676720557367,0.323043440966239
2012-06-05,0.336539819454124,0.337131851465724,0.326587758024278
2012-06-06,0.329283309264861,0.332204575065723,0.341927811618629
2012-06-07,0.334007127066341,0.339239717027261,0.326753155906399
2012-06-08,0.333949488273143,0.332951969668163,0.334152931334894
2012-06-09,0.334343319033188,0.338189932907373,0.327466748059439
2012-06-10,0.336129113256006,0.338868697137549,0.325002189606445
2012-06-11,0.335811924163118,0.339887302009991,0.325016174444072
2012-06-12,0.340903446294897,0.34168590198384,0.323046988844507
2012-06-13,0.364339237930047,0.352974066790374,0.280423724484681
2012-06-14,0.33765476270666,0.338786741272951,0.323174880072585
2012-06-15,0.335336370835601,0.334547612353023,0.330116016811375
2012-06-16,0.34042715400542,0.339547775943124,0.320025070051456
2012-06-17,0.3352132917122,0.33671554689585,0.325988577144696
2012-06-18,0.339515783538048,0.342575998162238,0.317908218299714
2012-06-19,0.338923425337485,0.342529807480945,0.318596502106169
2012-06-20,0.354096960480657,0.351050769326792,0.291474952429179
2012-06-21,0.334539503321805,0.336272127750058,0.329188368928137
2012-06-22,0.333602972073756,0.335627785639222,0.330769242287022
2012-06-23,0.330032504534768,0.337168990829763,0.331435145812745
2012-06-24,0.333319573560871,0.33802665176668,0.325377122380935
2012-06-25,0.3290847808897,0.33480411241245,0.33831549107212
2012-06-26,0.335612980482271,0.338712816567765,0.330403398165124
2012-06-27,0.334258632161536,0.340428889951938,0.325312477886526
2012-06-28,0.337603434628941,0.339707271573112,0.323253646784456
2012-06-29,0.336853329636357,0.3405863573514,0.322560313012243
2012-07-04,0.331046947685748,0.332206936536171,0.336746115778081
2012-07-05,0.3301929638168,0.331796683596601,0.338010352586599
2012-07-06,0.333606138071806,0.33852891278165,0.329303455636249
2012-07-07,0.327392751496277,0.328051961155101,0.34155490506035
2012-07-08,0.335452769510564,0.339119790592885,0.325427439896551
2012-07-09,0.335329920908007,0.343339372637406,0.32177712890573
2012-07-10,0.331317930856649,0.340437483765906,0.328244585377445
2012-07-11,0.334541472793175,0.341540250780302,0.323038215745921
2012-07-12,0.334759621690103,0.342754850445604,0.322485527864294
2012-07-13,0.333990671631249,0.340893555396261,0.325651225616515
2012-07-14,0.334230049891127,0.338265222578032,0.326676834713044
2012-07-15,0.336407131438111,0.343216985931423,0.320375882630466
2012-07-16,0.324545133754838,0.322183517041762,0.3532713492034
2012-07-17,0.333065163503004,0.341739737382877,0.325195099114119
2012-07-18,0.325902050223776,0.340473457764843,0.333624492011381
2012-07-19,0.332797081644264,0.343333266603588,0.323537892409169
2012-07-20,0.334667627624941,0.34558984254267,0.320175843539464
2012-07-21,0.325500548798991,0.33650144698156,0.343738189541796
2012-07-22,0.323379862936843,0.335062789699144,0.342553767625058
2012-07-23,0.323989446850392,0.318277811202116,0.365358670613947
2012-07-24,0.321235162651428,0.32399634973334,0.357018685267782
2012-07-25,0.319464181296783,0.316264824722228,0.367900633643626
2012-07-26,0.318524367676191,0.31854166238075,0.367939018263353
2012-07-27,0.32942080762703,0.342058421496334,0.326354500231983
2012-07-28,0.346351021616549,0.345963188178201,0.30768579020525
2012-07-29,0.327772634549924,0.340728697207098,0.331498668242978
2012-07-30,0.331714216556931,0.343851899497395,0.324433883945673
2012-07-31,0.327215698268023,0.321586493706436,0.35160547925297
2012-08-01,0.324630328346016,0.33423053987909,0.341139131774894
2012-08-06,0.332282447877112,0.342727678309812,0.322432369562634
2012-08-07,0.32751549046519,0.341730171121429,0.330754338413382
2012-08-08,0.330068501881443,0.33058403912121,0.339347458997347
