date,rcc,gcc,bcc
2010-09-03,0.354697497543586,0.343639192045893,0.301663310410521
2010-09-04,0.340499456785349,0.360777487313194,0.298723055901457
2010-09-05,0.340499456785349,0.360777487313194,0.298723055901457
2010-09-06,0.340499456785349,0.360777487313194,0.298723055901457
2010-09-07,0.340499456785349,0.360777487313194,0.298723055901457
2010-09-08,0.35581787089222,0.355834544752243,0.288347584355538
2010-09-09,0.382854132364058,0.363938659316438,0.253207208319503
2010-09-10,0.357965931386046,0.362635769680151,0.279398298933804
2010-09-11,0.338067386014317,0.360315898864615,0.301616715121068
2010-09-12,0.346040779906621,0.365851026070248,0.288108194023131
2010-09-13,0.346040779906621,0.365851026070248,0.288108194023131
2010-09-14,0.355540889191795,0.376344244976391,0.268114865831813
2010-09-15,0.358507080790003,0.37373637069417,0.267756548515826
2010-09-16,0.34898594967583,0.371541848940524,0.279472201383645
2010-09-17,0.357965931386046,0.362635769680151,0.279398298933804
2010-09-18,0.338067386014317,0.360315898864615,0.301616715121068
2010-09-19,0.346040779906621,0.365851026070248,0.288108194023131
2010-09-20,0.355540889191795,0.376344244976391,0.268114865831813
2010-09-21,0.34898594967583,0.371541848940524,0.279472201383645
2010-09-22,0.358507080790003,0.37373637069417,0.267756548515826
2010-09-23,0.346040779906621,0.365851026070248,0.288108194023131
2010-10-04,0.340900117378446,0.366365212239839,0.292734670381715
2010-10-06,0.400923313319019,0.382592199713507,0.216484486967474
2010-10-09,0.378316376421445,0.37487316423969,0.246810459338865
2010-10-10,0.343191567986759,0.364047177776767,0.292761254236473
2010-10-13,0.347390240322821,0.35842394160122,0.29418581807596
2010-10-14,0.343634965854173,0.359209115553295,0.297155918592532
2010-10-15,0.351145176798634,0.362445119511168,0.286409703690197
2010-10-16,0.402749565932098,0.371764800500345,0.225485633567556
2010-10-17,0.352622634772144,0.365259017586894,0.282118347640961
2010-10-18,0.343191567986759,0.364047177776767,0.292761254236473
2010-10-19,0.343191567986759,0.364047177776767,0.292761254236473
2010-10-20,0.402749565932098,0.371764800500345,0.225485633567556
2010-10-22,0.415247358649669,0.371304391410366,0.213448249939965
2010-10-23,0.343191567986759,0.364047177776767,0.292761254236473
2010-10-24,0.350010786335865,0.363765629379994,0.286223584284141
2010-10-25,0.350010786335865,0.363765629379994,0.286223584284141
2010-10-26,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-01,0.337708694847942,0.368272522449988,0.29401878270207
2010-11-02,0.343191567986759,0.364047177776767,0.292761254236473
2010-11-03,0.343191567986759,0.364047177776767,0.292761254236473
2010-11-04,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-05,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-06,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-07,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-08,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-09,0.343191567986759,0.364047177776767,0.292761254236473
2010-11-10,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-11,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-12,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-13,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-14,0.343191567986759,0.364047177776767,0.292761254236473
2010-11-15,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-16,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-17,0.343191567986759,0.364047177776767,0.292761254236473
2010-11-18,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-19,0.343191567986759,0.364047177776767,0.292761254236473
2010-11-20,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-21,0.343191567986759,0.364047177776767,0.292761254236473
2010-11-22,0.350010786335865,0.363765629379994,0.286223584284141
2010-11-23,0.350010786335865,0.363765629379994,0.286223584284141
